sentID.BTEC	split	BEI	ALEX	AMM	ASW	ALE	CAI	DAM	JER	SAL	MSA	DOH	RAB	TUN	ALG	BAG	BAS	BEN	FES	JED	KHA	MOS	MUS	ARI	SAN	SFX	TRI
18779	corpus-6-train	بقدر آخد وصفة؟					ممكن آخد الروشتة؟				هل أستطيع الحصول على وصفة طبية ؟	ممكن تعطيني وصفة؟	واش نقدر نحصل على وصفة طبية؟	نجم ناخو وصفة طبية؟													
18780	corpus-6-train	بدي إحضر مباراة كرة سلة. في شي بطاءات متوفرين؟					عاوز أشوف مبارة كرة سلة. فيه أي تذاكر متاحة؟				أود مشاهدة مباراة كرة سلة . هل يوجد أي تذاكر متوفرة ؟	ابغي اشوف مباراة بيسبول. في تذاكر؟	بغيت نشوف مبارات كرة السلة. واش كاينين شي تذاكر؟	نحب نشوف لعبة سلة. مازلوا تساكر؟													
18784	corpus-6-test-corpus-26-train	شو إختصاص هالمطعم؟	هو إيه تخصص المطعم دة؟	بشومتخصص هاد المطعم؟	أيه تخصص المطعم ده؟	اش تخصص هالمطعم؟	إيه التخصص في المطعم ده؟	شو اختصاص هاد المطعم؟	بشو متخصص هدا المطعم؟	شو تخصص هاد المطعم ؟	ما هو تخصص هذا المطعم ؟	شنو الطبق الخاص في هالمطعم؟	باش معروف هاد المطعم؟	شنية إختصاص ال مطعم هذا؟	واش هو التخصص تع هاذ الفندق؟	شنو اختصاص هذا المطعم؟	شنو المميز بهذا المطعم؟	شن الاختصاص بتاع المطعم هضا؟	شنو تخصص هاد المطعم؟	في ايش متخصص دا المطعم؟	الكافيتيريا دي تخصصها شنو؟	اشنو تخصص هذا المطعم؟	شو تخصص هالمطعم؟	وش اختصاص هذا المطعم؟	ايش تخصص هذا المطعم؟	باش معروف المطعم هذا؟	بي شيني معروف المطعم هدا؟
18785	corpus-6-train	نسرأ جواز سفري وخمس تالاف دولار نأدي.					جواز سفري وخمستلاف دولار كاش اتسرقوا.				لقد سرق جواز سفري مع خمسة آلاف دولار نقداً .	جوازي وخمسة آلاف دولار كاش انباقوا.	جواز السفر ديالي و خمسة ألاف دولار تسرقو ليا.	باسبوري و خمسة ألف دولار كاش تسرقولي.													
18786	corpus-6-train	آلولي تإجي لهون أدب تئرير الحادس.					اتقالي آجي هنا عشان آخد تقرير الحادثة.				لقد أخبرت للمجيء إلى هنا للحصول على تقرير الحادثة .	قالوا لي اجي هني حق آخذ تقرير الحادث.	قالو لي نجي لهنا باش ناخد تقرير الحادث.	قالولي باش نجي ناخو تقرير ال حادث.													
18788	corpus-6-train	إنت مرشح.					جالك إنفلونزا.				لقد أصبت بالأنفلونزا .	فيك زكام.	فيك الرواح.	إنت خذيت هواء.													
18792	corpus-6-train	بقدر إحتفظ بلايحة الأصناف تبعكون كتزكار؟					ممكن أحتفظ بالمنيو بتاعتكم كتذكار؟				هل أستطيع الاحتفاظ بقائمة طعامكم كتذكار ؟	ممكن اخلي المنيو عندي هدية؟	واش يمكن لي نحتافظ بقائمة الأكل كهدية تذكارية؟	نجم ناخو منو متاعك حاجة للذكرى؟													
18795	corpus-6-train	كيف بوصل عالمحطة؟					إزاي أوصل للمحطة؟				كيف أصل إلى المحطة ؟	شلون اروح المحطة؟	كيفاش نوصل للمحطة؟	كيفاش نمشي لل محطة؟													
18797	corpus-6-train	السيد جون ضهر. مفروض يرجع بعد الساعة تلاتة بشوي.					مستر جونز برد دلوقتي. هو بيرج شوية بعد تلاتة.				السيد جونز بالخارج الآن . من المقرر أن يعود بعد الثالثة بقليل .	سيد جونز برع الحين. المفروض يرجع عقب الثلاث بشوي.	سيد جونس اخرج دابا. غادي يرجع مورا التلاتة بشوية.	سي جونز لبرا توا. يرجع بعد تلاثة.													
18798	corpus-6-test-corpus-26-test	عنا نبيد أبيض ممتاز.	عندنا نبيت أبيض فاخر.	عنا خمر أبيض ممتاز.	إحنا عندينا نبيت أبيض ممتاز.	عنا نبيذ أبيض ممتاز.	عندنا خمرة بيضا ممتازة.	عنا نبيت أبيض ممتاز.	في عنا نبيد أبيض ممتاز.	عنا النبيذ الأبيض الممتاز.	لدينا نبيذ أبيض ممتاز .	عندنا واين ابيض ممتاز.	عندنا نبيذ أبيض زوين.	عنا شراب أبيض طيارة.	عندنا نبيذ أبيض هايل.	عدنا نبيذ ابيض فاخر.	عدنا واين ابيض ممتاز .	عندنا نبيذ ابيض ممتاز.	عندنا النبيذ الأبيض الممتاز.	عندنا نبيذ ابيض ممتاز.	عندنا خمرة بيضاء ممتازة.	احنه عدنه خمر ابيض ممتاز.	لدينا النبيذ الأبيض الممتاز.	عندنا نبيذ ابيض ممتاز.	معانا نبيذ ابيض ممتاز.	عندنا شراب عنب ابيض هايل.	عندنا نبيذ ابيض مليح.
18801	corpus-6-train	فيك تبعتلي يا بأول الشهر الجايي؟					هو ممكن تبعته على بداية الشهر الجاي؟				هل سترسلها لي مع بداية الشهر المقبل ؟	ممكن ترسل لي اياه على بداية الشهر الجاي؟	واش غادي تسيفطو فالشهر الجاي؟	تبعثهولي في أول شهر جاي؟													
18802	corpus-6-train	منيح، شكرًا، وإنت؟					بخير، شكرا ليك. وأنت؟				بخير ، شكراً لك ، و أنت ؟	طيب، شكراً. وانت؟	مزيان، شكرا لك. و انت؟	لابس، يعيشك. ونتي؟													
18803	corpus-6-train	دنيء اليوم.					دي متلجة الليلة دي.				الجو شديد البرودة هذه الليلة .	ثلج الليلة.	كاين البرد هاد الليلة.	جامدة ليلة.													
18807	corpus-6-dev	لوين رايح؟					إنت كنت رايح فين؟				إلى أين أنت متجه ؟	وين رايح؟	فين غادي؟	وين أدريستك؟													
18808	corpus-6-train	بدك تتعشا؟					عاوز تخرج عشان تتعشى؟				هل تحب أن تتناول العشاء ؟	تبغي تتعشى؟	واش تبغي تتعشا؟	تحب تتعشى؟													
18811	corpus-6-train	ستيك إزا بتريد.					شريحة لحمة، لو سمحت.				لحم مفروم ، من فضلك .	ستيك، لو سمحت.	تسريحة عافاك.	ترانش لحم، يعيشك.													
18812	corpus-6-train	بدي أعمل فحص طبي.					كنت عاوز أعمل فحص طبي.				أريد الخضوع لفحص طبي .	بغيت اسوي فحص طبي.	بغيت ندير فحص طبي.	نحب نعمل تحليل.													
18813	corpus-6-dev	هيدي هدية لرفئاتي.					ده هدية لصحابي.				هذه هدية لأصدقائي .	هذي هدية حق اخوياي.	هادي هدية لصحابي.	هاذي هدية ل صحابي.													
18814	corpus-6-train	شو عندك للتحلاية؟					عندكم إيه للحلو؟				ماذا ستأخذ من الحلوى ؟	شنو بتاخذ حلو؟	شنو عندك للتحلية؟	شعندك في ديسار؟													
18816	corpus-6-train	خليني أعرف السعر بعدين.					اسمحلي أعرف التكلفة بعدين.				دعني أعرف التكلفة لاحقاً .	خبرني بالسعر بعدين.	خليني نعرف التكلفة من بعد.	قلي على سوم بعد.													
18818	corpus-6-train	ضليت هونيك شي ست سنين.					أنا كنت هناك من حوالي ست سنين.				لقد قضيت هناك نحو ستة أعوام .	انا هناك من ست سنين تقريباً.	كنت تما لمدة ست سنوات.	عندي قريب ستة سنين غادي.													
18820	corpus-6-train	عبي عادي، إزا بتريد.					املا عادي، لو سمحت.				أكمل بالعادي ، من فضلك .	ترسه جيد، لو سمحت.	تعميرة كاملة دالبنزين، عافاك.	عمر كيما لعادة، يعيشك.													
18823	corpus-6-train	إزا فينا نخدمك إزا بتريد ما تتردد تتصل فينا.					لو نقدر نخدمك، من فضلك ما إنك تترددش تتصل علينا.				إذا كنا نستطيع خدمتك ، من فضلك لا تتردد في النداء علينا .	اذا كنا نقدر نساعدك، لا تتردد انك تتصل فينا.	إلا كان فإمكانا نساعدوك، ماتترددش فالاتصال بينا.	كان نجمو نخدموك، يعيشك متترددش باش تكلمنا.													
18824	corpus-6-train	بقدر آخدلك إياساتك؟					ممكن آخد مقاساتك؟				هل لي أن اخذ مقاسك ؟	ممكن آخذ قياساتك؟	واخا ناخد القياسات ديالك؟	نجم ناخو قياسك؟													
18825	corpus-6-train	هيدا إطن.					ده قطن.				انه قطن .	هذي قطن.	راه قطن.	قطن.													
18826	corpus-6-train	إزا بتريد حط هالشنط عموأف الباص.					لو سمحت خد الشنط دي لمحطة الأتوبيس.				من فضلك خذ هذه الأمتعة لموقف الأتوبيس .	لو سمحت ود هالشناط محطة الباص.	عافاك خود هاد الأمتعة لمحطة الطوبيس.	أمان هز دبش هذا وين تاقف ال كار.													
18828	corpus-6-train	في شوي، بس أي واحد عبالك تاكل؟					فيه عدد قليل، بس تحب تاكل إيه؟				يوجد القليل ، لكن ماذا ترغب في أن تأكل ؟	في شوي، بس شنو تبغي تاكل؟	كاين عدد قليل، بالحق اشنو تبغي تاكل؟	فما شوية، أما شنية تمنيت تاكل؟													
18830	corpus-6-test-corpus-26-train	بس دوا للرشح.	دوا برد بس.	بس دوا زكام.	دوا برد بس.	بس دوا رشح.	شوية دوا برد بس.	شي دوا رشح بس.	بس شوية دوا رشح.	بس شوية أدوية باردة.	فقط دواء للبرد .	بس ادوية زكام.	غير شي خنيشة دالدوا للبرد.	جيست شوية دوا برودة.	حبة دواء لنزلات البرد.	بس شوية ادويه باردة.	بس شوي دوا نشلة.	بس شوية دواء برد.	غي شوية ديال الأدوية الباردة.	بس دواء زكام.	بس بعض دواء النزلة.	بس شويه ادويه بيغدي.	فقط بعض الأدوية الباردة.	بس دواء للبرد.	علاج برد بس.	كان طوابع للقريب.	دوا برده بس.
